r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   M_n* (MeV)   Z_eq   M_p* (MeV)   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)
0.806   1.34295907e+35   0.00108321311   9.80379751e+14   -0.510019877   1.00398492   0.535936895   0   311.314439   0   484.681482   0.0265419776   0.495069204   1182.5527
0.811   1.34277572e+35   0.00110346205   9.80327308e+14   -0.510029073   1.00403458   0.535912042   0   311.324013   0   484.692541   0.0265407552   0.49504657   1182.53129
0.816   1.34259124e+35   0.00112396111   9.8027454e+14   -0.510038326   1.00408456   0.535887035   0   311.333647   0   484.703668   0.0265395252   0.495023796   1182.50975
0.821   1.34240565e+35   0.00114471181   9.80221449e+14   -0.510047635   1.00413484   0.535861874   0   311.34334   0   484.714865   0.0265382876   0.495000882   1182.48808
0.826   1.34221894e+35   0.00116571565   9.80168034e+14   -0.510057002   1.00418543   0.535836559   0   311.353094   0   484.72613   0.0265370425   0.494977827   1182.46627
0.831   1.34203111e+35   0.00118697417   9.80114295e+14   -0.510066426   1.00423633   0.535811091   0   311.362908   0   484.737465   0.0265357898   0.494954633   1182.44434
0.836   1.34184216e+35   0.00120848886   9.80060232e+14   -0.510075906   1.00428754   0.535785468   0   311.372781   0   484.748869   0.0265345296   0.494931298   1182.42227
0.841   1.3416521e+35   0.00123026124   9.80005846e+14   -0.510085444   1.00433905   0.535759692   0   311.382715   0   484.760341   0.0265332618   0.494907823   1182.40008
0.846   1.34146091e+35   0.00125229283   9.79951136e+14   -0.510095038   1.00439088   0.535733762   0   311.392708   0   484.771883   0.0265319865   0.494884207   1182.37775
0.851   1.34126861e+35   0.00127458513   9.79896102e+14   -0.51010469   1.00444302   0.535707677   0   311.402761   0   484.783494   0.0265307036   0.494860452   1182.35528
0.856   1.3410752e+35   0.00129713966   9.79840745e+14   -0.510114399   1.00449546   0.535681439   0   311.412875   0   484.795173   0.0265294132   0.494836556   1182.33269
0.861   1.34088066e+35   0.00131995792   9.79785063e+14   -0.510124164   1.00454822   0.535655047   0   311.423048   0   484.806922   0.0265281152   0.49481252   1182.30997
0.866   1.34068501e+35   0.00134304144   9.79729058e+14   -0.510133987   1.00460128   0.535628501   0   311.433282   0   484.81874   0.0265268096   0.494788343   1182.28711
0.871   1.34048824e+35   0.00136639171   9.79672729e+14   -0.510143866   1.00465465   0.535601801   0   311.443575   0   484.830627   0.0265254965   0.494764027   1182.26412
0.876   1.34029036e+35   0.00139001024   9.79616077e+14   -0.510153803   1.00470833   0.535574946   0   311.453929   0   484.842583   0.0265241758   0.49473957   1182.241
0.881   1.34009137e+35   0.00141389855   9.79559101e+14   -0.510163796   1.00476233   0.535547938   0   311.464342   0   484.854609   0.0265228476   0.494714973   1182.21775
0.886   1.33989125e+35   0.00143805815   9.79501801e+14   -0.510173847   1.00481663   0.535520776   0   311.474816   0   484.866703   0.0265215118   0.494690235   1182.19437
0.891   1.33969003e+35   0.00146249053   9.79444177e+14   -0.510183954   1.00487124   0.535493461   0   311.48535   0   484.878866   0.0265201685   0.494665358   1182.17086
0.896   1.33948768e+35   0.00148719722   9.7938623e+14   -0.510194119   1.00492615   0.535465991   0   311.495944   0   484.891099   0.0265188176   0.49464034   1182.14721
0.901   1.33928423e+35   0.0015121797   9.79327959e+14   -0.51020434   1.00498138   0.535438367   0   311.506598   0   484.903401   0.0265174591   0.494615182   1182.12344
0.906   1.33907966e+35   0.0015374395   9.79269364e+14   -0.510214619   1.00503692   0.535410589   0   311.517312   0   484.915772   0.0265160931   0.494589883   1182.09953
0.911   1.33887397e+35   0.00156297811   9.79210446e+14   -0.510224954   1.00509277   0.535382657   0   311.528086   0   484.928212   0.0265147196   0.494564444   1182.07549
0.916   1.33866718e+35   0.00158879704   9.79151204e+14   -0.510235346   1.00514893   0.535354571   0   311.538921   0   484.940721   0.0265133385   0.494538865   1182.05132
0.921   1.33845927e+35   0.00161489779   9.79091639e+14   -0.510245796   1.00520539   0.535326331   0   311.549816   0   484.9533   0.0265119498   0.494513146   1182.02702
0.926   1.33825024e+35   0.00164128187   9.7903175e+14   -0.510256302   1.00526217   0.535297937   0   311.56077   0   484.965948   0.0265105536   0.494487286   1182.00258
0.931   1.33804011e+35   0.00166795079   9.78971537e+14   -0.510266866   1.00531926   0.535269389   0   311.571786   0   484.978665   0.0265091498   0.494461286   1181.97802
0.936   1.33782886e+35   0.00169490603   9.78911e+14   -0.510277486   1.00537665   0.535240687   0   311.582861   0   484.991451   0.0265077385   0.494435145   1181.95332
0.941   1.3376165e+35   0.00172214911   9.7885014e+14   -0.510288163   1.00543436   0.535211831   0   311.593996   0   485.004307   0.0265063196   0.494408865   1181.9285
0.946   1.33740303e+35   0.00174968153   9.78788957e+14   -0.510298898   1.00549237   0.535182821   0   311.605192   0   485.017232   0.0265048931   0.494382443   1181.90354
0.951   1.33718845e+35   0.00177750478   9.7872745e+14   -0.510309689   1.0055507   0.535153657   0   311.616448   0   485.030226   0.0265034591   0.494355882   1181.87845
0.956   1.33697275e+35   0.00180562038   9.78665619e+14   -0.510320538   1.00560933   0.535124339   0   311.627765   0   485.043289   0.0265020176   0.49432918   1181.85323
0.961   1.33675595e+35   0.0018340298   9.78603464e+14   -0.510331443   1.00566828   0.535094867   0   311.639141   0   485.056422   0.0265005685   0.494302338   1181.82787
0.966   1.33653804e+35   0.00186273457   9.78540986e+14   -0.510342405   1.00572753   0.53506524   0   311.650578   0   485.069624   0.0264991118   0.494275355   1181.80239
0.971   1.33631901e+35   0.00189173617   9.78478185e+14   -0.510353425   1.0057871   0.53503546   0   311.662076   0   485.082896   0.0264976476   0.494248232   1181.77677
0.976   1.33609888e+35   0.0019210361   9.7841506e+14   -0.510364501   1.00584697   0.535005526   0   311.673633   0   485.096237   0.0264961758   0.494220969   1181.75103
0.981   1.33587764e+35   0.00195063586   9.78351611e+14   -0.510375634   1.00590716   0.534975437   0   311.685252   0   485.109647   0.0264946964   0.494193565   1181.72515
0.986   1.33565529e+35   0.00198053695   9.78287839e+14   -0.510386825   1.00596765   0.534945194   0   311.69693   0   485.123126   0.0264932096   0.494166021   1181.69914
0.991   1.33543183e+35   0.00201074085   9.78223743e+14   -0.510398072   1.00602846   0.534914798   0   311.708669   0   485.136675   0.0264917151   0.494138337   1181.673
0.996   1.33520726e+35   0.00204124908   9.78159324e+14   -0.510409377   1.00608957   0.534884247   0   311.720468   0   485.150294   0.0264902131   0.494110512   1181.64673
1.001   1.33498158e+35   0.00207206312   9.78094581e+14   -0.510420738   1.006151   0.534853542   0   311.732328   0   485.163982   0.0264887035   0.494082546   1181.62033
1.006   1.3347548e+35   0.00210318446   9.78029515e+14   -0.510432156   1.00621273   0.534822683   0   311.744248   0   485.177739   0.0264871864   0.494054441   1181.5938
1.011   1.33452691e+35   0.00213461461   9.77964125e+14   -0.510443632   1.00627478   0.53479167   0   311.756229   0   485.191566   0.0264856618   0.494026194   1181.56713
1.016   1.33429791e+35   0.00216635505   9.77898412e+14   -0.510455164   1.00633713   0.534760503   0   311.76827   0   485.205462   0.0264841295   0.493997808   1181.54034
1.021   1.33406781e+35   0.00219840727   9.77832375e+14   -0.510466753   1.0063998   0.534729181   0   311.780371   0   485.219428   0.0264825897   0.493969281   1181.51341
1.026   1.33383659e+35   0.00223077277   9.77766015e+14   -0.5104784   1.00646278   0.534697706   0   311.792534   0   485.233463   0.0264810424   0.493940613   1181.48635
1.031   1.33360428e+35   0.00226345304   9.77699331e+14   -0.510490103   1.00652606   0.534666076   0   311.804756   0   485.247568   0.0264794875   0.493911805   1181.45916
1.036   1.33337086e+35   0.00229644957   9.77632324e+14   -0.510501863   1.00658966   0.534634292   0   311.817039   0   485.261742   0.026477925   0.493882857   1181.43184
1.041   1.33313633e+35   0.00232976384   9.77564993e+14   -0.510513681   1.00665357   0.534602354   0   311.829383   0   485.275986   0.026476355   0.493853768   1181.40439
1.046   1.3329007e+35   0.00236339736   9.77497339e+14   -0.510525555   1.00671779   0.534570262   0   311.841788   0   485.290299   0.0264747775   0.493824538   1181.37681
1.051   1.33266396e+35   0.0023973516   9.77429362e+14   -0.510537487   1.00678231   0.534538015   0   311.854253   0   485.304682   0.0264731924   0.493795168   1181.3491
1.056   1.33242612e+35   0.00243162805   9.77361061e+14   -0.510549475   1.00684715   0.534505615   0   311.866778   0   485.319135   0.0264715997   0.493765658   1181.32126
1.061   1.33218717e+35   0.00246622821   9.77292436e+14   -0.51056152   1.0069123   0.53447306   0   311.879365   0   485.333657   0.0264699994   0.493736007   1181.29328
1.066   1.33194713e+35   0.00250115355   9.77223488e+14   -0.510573623   1.00697777   0.534440351   0   311.892011   0   485.348249   0.0264683916   0.493706215   1181.26518
1.071   1.33170598e+35   0.00253640557   9.77154217e+14   -0.510585782   1.00704354   0.534407488   0   311.904719   0   485.36291   0.0264667763   0.493676283   1181.23694
1.076   1.33146372e+35   0.00257198575   9.77084622e+14   -0.510597999   1.00710962   0.53437447   0   311.917487   0   485.377641   0.0264651534   0.493646211   1181.20857
1.081   1.33122037e+35   0.00260789557   9.77014704e+14   -0.510610272   1.00717601   0.534341298   0   311.930316   0   485.392442   0.0264635229   0.493615997   1181.18008
1.086   1.33097591e+35   0.00264413652   9.76944463e+14   -0.510622603   1.00724272   0.534307972   0   311.943206   0   485.407313   0.0264618849   0.493585644   1181.15145
1.091   1.33073035e+35   0.00268071008   9.76873898e+14   -0.51063499   1.00730973   0.534274492   0   311.956157   0   485.422253   0.0264602393   0.493555149   1181.12269
1.096   1.33048369e+35   0.00271761774   9.76803009e+14   -0.510647434   1.00737706   0.534240858   0   311.969168   0   485.437263   0.0264585862   0.493524515   1181.0938
1.101   1.33023592e+35   0.00275486097   9.76731798e+14   -0.510659936   1.0074447   0.534207069   0   311.98224   0   485.452342   0.0264569255   0.493493739   1181.06478
1.106   1.32998706e+35   0.00279244126   9.76660262e+14   -0.510672494   1.00751264   0.534173126   0   311.995373   0   485.467492   0.0264552573   0.493462823   1181.03562
1.111   1.3297371e+35   0.00283036009   9.76588404e+14   -0.51068511   1.0075809   0.534139029   0   312.008567   0   485.482711   0.0264535815   0.493431767   1181.00634
1.116   1.32948604e+35   0.00286861893   9.76516222e+14   -0.510697782   1.00764947   0.534104777   0   312.021821   0   485.498   0.0264518981   0.49340057   1180.97693
1.121   1.32923387e+35   0.00290721928   9.76443717e+14   -0.510710512   1.00771835   0.534070371   0   312.035136   0   485.513359   0.0264502072   0.493369232   1180.94738
1.126   1.32898061e+35   0.00294616259   9.76370888e+14   -0.510723298   1.00778755   0.534035811   0   312.048513   0   485.528787   0.0264485087   0.493337753   1180.91771
1.131   1.32872625e+35   0.00298545036   9.76297736e+14   -0.510736142   1.00785705   0.534001097   0   312.06195   0   485.544286   0.0264468027   0.493306134   1180.8879
1.136   1.32847079e+35   0.00302508407   9.76224261e+14   -0.510749043   1.00792687   0.533966228   0   312.075448   0   485.559854   0.0264450891   0.493274374   1180.85797
1.141   1.32821424e+35   0.00306506518   9.76150463e+14   -0.510762   1.00799699   0.533931205   0   312.089007   0   485.575492   0.0264433679   0.493242474   1180.8279
1.146   1.32795658e+35   0.00310539517   9.76076341e+14   -0.510775015   1.00806743   0.533896027   0   312.102627   0   485.5912   0.0264416392   0.493210433   1180.7977
1.151   1.32769783e+35   0.00314607552   9.76001895e+14   -0.510788086   1.00813818   0.533860695   0   312.116308   0   485.606978   0.026439903   0.493178251   1180.76738
1.156   1.32743799e+35   0.00318710771   9.75927127e+14   -0.510801215   1.00820924   0.533825209   0   312.13005   0   485.622826   0.0264381591   0.493145929   1180.73692
1.161   1.32717704e+35   0.0032284932   9.75852035e+14   -0.510814401   1.00828061   0.533789568   0   312.143853   0   485.638743   0.0264364078   0.493113466   1180.70633
1.166   1.326915e+35   0.00327023347   9.7577662e+14   -0.510827643   1.0083523   0.533753773   0   312.157717   0   485.654731   0.0264346488   0.493080862   1180.67561
1.171   1.32665187e+35   0.00331232999   9.75700881e+14   -0.510840943   1.00842429   0.533717824   0   312.171642   0   485.670789   0.0264328823   0.493048118   1180.64476
1.176   1.32638763e+35   0.00335478424   9.75624819e+14   -0.5108543   1.0084966   0.53368172   0   312.185628   0   485.686916   0.0264311083   0.493015232   1180.61378
1.181   1.32612231e+35   0.00339759768   9.75548434e+14   -0.510867713   1.00856922   0.533645462   0   312.199676   0   485.703114   0.0264293266   0.492982206   1180.58267
1.186   1.32585589e+35   0.00344077178   9.75471726e+14   -0.510881184   1.00864215   0.533609049   0   312.213784   0   485.719382   0.0264275375   0.49294904   1180.55142
1.191   1.32558837e+35   0.00348430802   9.75394694e+14   -0.510894712   1.00871539   0.533572482   0   312.227954   0   485.73572   0.0264257407   0.492915732   1180.52005
1.196   1.32531977e+35   0.00352820786   9.75317339e+14   -0.510908297   1.00878894   0.533535761   0   312.242184   0   485.752127   0.0264239364   0.492882284   1180.48855
1.201   1.32505007e+35   0.00357247277   9.75239661e+14   -0.510921939   1.00886281   0.533498885   0   312.256476   0   485.768605   0.0264221246   0.492848695   1180.45692
1.206   1.32477927e+35   0.00361710422   9.75161659e+14   -0.510935637   1.00893699   0.533461854   0   312.270829   0   485.785153   0.0264203052   0.492814965   1180.42515
1.211   1.32450738e+35   0.00366210368   9.75083335e+14   -0.510949393   1.00901148   0.533424669   0   312.285244   0   485.801771   0.0264184782   0.492781095   1180.39326
1.216   1.32423441e+35   0.0037074726   9.75004687e+14   -0.510963206   1.00908628   0.53338733   0   312.299719   0   485.81846   0.0264166437   0.492747083   1180.36124
1.221   1.32396034e+35   0.00375321246   9.74925715e+14   -0.510977076   1.00916139   0.533349836   0   312.314256   0   485.835218   0.0264148016   0.492712931   1180.32908
1.226   1.32368517e+35   0.00379932471   9.74846421e+14   -0.510991003   1.00923682   0.533312187   0   312.328854   0   485.852047   0.0264129519   0.492678638   1180.2968
1.231   1.32340892e+35   0.00384581083   9.74766803e+14   -0.511004987   1.00931256   0.533274384   0   312.343514   0   485.868945   0.0264110947   0.492644204   1180.26438
1.236   1.32313158e+35   0.00389267228   9.74686862e+14   -0.511019028   1.00938861   0.533236427   0   312.358234   0   485.885914   0.0264092299   0.49260963   1180.23184
1.241   1.32285315e+35   0.00393991051   9.74606598e+14   -0.511033126   1.00946497   0.533198315   0   312.373016   0   485.902953   0.0264073576   0.492574914   1180.19916
1.246   1.32257362e+35   0.00398752699   9.7452601e+14   -0.511047281   1.00954164   0.533160048   0   312.38786   0   485.920063   0.0264054777   0.492540058   1180.16636
1.251   1.32229301e+35   0.00403552318   9.74445099e+14   -0.511061493   1.00961863   0.533121627   0   312.402765   0   485.937243   0.0264035902   0.49250506   1180.13342
1.256   1.32201131e+35   0.00408390054   9.74363865e+14   -0.511075762   1.00969593   0.533083051   0   312.417731   0   485.954493   0.0264016952   0.492469922   1180.10036
1.261   1.32172852e+35   0.00413266052   9.74282308e+14   -0.511090088   1.00977354   0.533044321   0   312.432759   0   485.971813   0.0263997926   0.492434643   1180.06716
1.266   1.32144465e+35   0.00418180459   9.74200428e+14   -0.511104471   1.00985147   0.533005436   0   312.447848   0   485.989204   0.0263978825   0.492399223   1180.03384
1.271   1.32115968e+35   0.00423133421   9.74118224e+14   -0.511118911   1.0099297   0.532966396   0   312.462999   0   486.006664   0.0263959648   0.492363662   1180.00038
1.276   1.32087363e+35   0.00428125082   9.74035697e+14   -0.511133409   1.01000825   0.532927202   0   312.478211   0   486.024196   0.0263940395   0.49232796   1179.96679
1.281   1.32058649e+35   0.00433155589   9.73952847e+14   -0.511147963   1.01008712   0.532887853   0   312.493485   0   486.041798   0.0263921067   0.492292117   1179.93308
1.286   1.32029827e+35   0.00438225087   9.73869674e+14   -0.511162574   1.01016629   0.53284835   0   312.50882   0   486.05947   0.0263901663   0.492256133   1179.89923
